Business Name,Category,Address,Star Rating,Website
All Terrain Landscaping - Boulder,N/A,N/A,4.9,https://atpslandscaping.com/
Collaborative Inc,N/A,2080 Pearl St,N/A,http://thecollaborativeinc.net/
Nexus Architecture,N/A,N/A,N/A,https://nexus-architecture.com/contact/
Grow Green Irrigation,N/A,N/A,4.7,https://www.irrigationdenverco.com/
"Visnick & Caulfield Associates, Inc.",N/A,222 Berkeley St,5.0,http://www.vca-arch.com/
Hashim Sarkis Architecture,N/A,1218 Massachusetts Ave # 8,N/A,https://www.hashimsarkis.com/
Richard A Lefcourt Archtect,N/A,10153 Meade Ct,N/A,http://lefcourtarchitect.com/
Wold Architects and Engineers,Architecture firm,1553 Platte St #201,N/A,https://www.woldae.com/
Sponsored,"RG Construction Services, LLC AZ",N/A,4.6,N/A
"Jarosz Architect, P.A.",N/A,3326 Mary St #500,5.0,http://jaroszarch.com/
Design Development Architects,N/A,800 Salem Woods Dr,5.0,http://designdevelopment.com/
Architect,N/A,4955 N 7th Ave,5.0,https://www.180degreesinc.com/
Studio Mc+G Architecture,N/A,230 NE 97th St,5.0,http://www.studio-mcg.com/
Linton Architects,"firm that I recommend when asked by friends.""",2625 Hillsborough Rd,4.9,http://www.lintonarchitects.com/
Village Architects Inc,N/A,99 NW 38th St,5.0,http://www.villagearchitects.com/
The Raleigh Architecture Company,N/A,716 S Saunders St,4.4,http://www.raleigh-architecture.com/
Ron Cox Architecture PA,N/A,6701 Twin Tree Ct,5.0,N/A
"The Architects Group, Inc.",N/A,8000 NW 7th St #101,5.0,http://www.tagmiami.com/
Architecture firm,Architecture firm,1100 E Washington St UNIT 125,4.6,http://www.312architectdesign.com/
Little Diversified Architectural Consulting,Little Diversified Architectural Consulting,410 Blackwell St Suite 10,5.0,https://www.littleonline.com/
Swedroe Architecture,N/A,12000 Biscayne Blvd Suite #200,4.8,https://www.swedroe.com/
"Modis Architects, LLC","Firms in Town.""",4955 SW 75th Ave,4.5,http://www.modisarchitects.com/
Growth Management Services Inc,Growth Management Services Inc,N/A,N/A,http://www.hiregms.com/
Urban Robot Associates,N/A,420 Lincoln Rd 6th Floor,5.0,http://www.urbanrobot.net/
Grant Group Architecture,N/A,N/A,5.0,http://www.grantgrouparch.com/
Architecture firm,Architecture firm,800 Taylor St Suite 9A-154,5.0,http://www.mhaworks.com/
SmithGroup,"""Great firm for quality design.""",455 N 3rd St #250,4.9,https://www.smithgroup.com/
Revuelta Architecture International,"firm""",2950 SW 27th Ave,4.9,http://www.revuelta.com/
Architect,N/A,510 S Wilmington St,4.6,http://www.jdavisarchitects.com/
Doo Architecture,Architecture firm,2937 SW 27th Ave #101,5.0,http://www.dooarchitecture.com/
Architect,N/A,420 N 5th St,4.6,http://hga.com/
Locus Architecture,N/A,4453 Nicollet Ave,5.0,http://www.locusarchitecture.com/
McMonigal Architects LLC,Onsite services not available,1227 Tyler St NE Suite 100,5.0,http://www.mcmonigal.com/
Momentum Design Group,"""Great architecture firm that put the client experience first when designing.""",2550 University Ave W Suite 160-S,5.0,http://mdgarchitects.com/
Foundation Architects,N/A,901 N 3rd St Suite 135,5.0,http://www.foundationarch.com/
"Mainly Details Architectural Design, PLLC",N/A,6 W 5th St Suite #300J,5.0,http://www.mainlydetails.com/
Urban Design Perspectives,N/A,900 6th Ave SE #100,5.0,http://urbandesignperspectives.com/
Sponsored,N/A,9797 Aero Drive,4.3,N/A
Techne Architecture & Development,Architecture firm,2934 Lincoln Ave,5.0,https://www.techne-us.com/
Architects Local,N/A,740 13th St Ste 504,5.0,https://architectslocal.com/
Architectural Development,Architecture firm,16236 San Dieguito Rd Suite 1-15,5.0,https://www.architecturaldevelopment.com/
Architects Magnus,N/A,3370 Jackdaw St,4.9,https://www.architectsmagnus.com/
Nakhshab Development & Design Inc.,N/A,340 15th St Study Room,3.7,http://nddinc.net/
Steinberg Hart,N/A,N/A,5.0,https://www.steinberghart.com/
Architect,N/A,1955 Bacon St,4.2,http://www.hgwarchitecture.com/
"Dawn Christine, Architect PLLC",N/A,701 E Chatham St #205,5.0,https://www.dawnchristine.net/
Planworx Architecture PA,N/A,5711 Six Forks Rd #100,5.0,http://www.planworx.com/
Moss Architecture & Design Group,Architecture firm,1200 Brickell Ave STE 800,5.0,http://www.moss-arch.com/
Hobgood Architects,N/A,409 Hillsborough St,5.0,https://www.hobgoodarchitects.com/
Renova Consulting Group,Renova Consulting Group,1747 W Flagler St,5.0,http://www.renovacg.com/
Miami Architects - Steven Fett Architecture,N/A,25 SE 2nd Ave Suite 427,5.0,http://www.stevenfett.com/
HagerSmith Design PA,N/A,300 S Dawson St,5.0,http://www.hagersmith.com/
Ginard Studio,N/A,18001 Old Cutler Rd Suite 649,5.0,http://www.ginardstudio.com/
Arquitectonica,Architecture firm,2900 Oak Ave,4.5,https://arquitectonica.com/
Maurer Architecture PA,N/A,115.5 E Hargett St #300,5.0,http://www.maurerarchitecture.com/
Gontram Architecture,N/A,5100 Unicon Dr #103,5.0,http://www.gontramarchitecture.com/
Flux Architects,Architecture firm,N/A,5.0,http://thefluxarchitects.com/
Calil Architects,N/A,"south tower office building, 850 NW Le Jeune Rd suite 304",5.0,http://www.calilarchitects.com/
Architect,N/A,N/A,5.0,http://oa-arch.com/
Cocoa Cinnamon,N/A,N/A,4.5,N/A
Tewes Design Group Miami Architects,N/A,200 Biscayne Blvd # 1730,5.0,http://www.themiamiarchitect.com/
Landscape architect,N/A,820 N Central Ave,5.0,http://www.trueformlas.com/
Glow & Grow LLC,N/A,3000 N 32nd St,5.0,http://glowgrowphx.com/
The Green Room Landscape Architecture,Onsite services,3002 N 3rd St,5.0,https://www.tgrla.com/
Upward Architects,Architecture firm,N/A,5.0,https://upwardarchitects.com/
Cawley Architects,N/A,730 N 52nd St,4.6,http://www.cawleyarchitects.com/
Holly Street Studio,N/A,1319 E Van Buren St,4.6,http://www.hollystreetstudio.com/
"Kell Architects, llc",N/A,821 Raymond Ave #400,5.0,http://kellarchitects.com/
"Firm Ground Architects & Designers, Inc.","Firm Ground Architects & Designers, Inc.",275 Market St #368,5.0,https://www.firmgroundae.com/
Oertel Architects,N/A,1795 St Clair Ave,5.0,http://www.oertelarchitects.com/
Alchemy Architects,Architecture firm,856 Raymond Ave STE G,4.7,http://www.alchemyarch.com/
"Architecture Advantage,LLC",N/A,375 Jackson St Suite 420E,5.0,https://architectureadvantage.com/
TreHus Architects + Interior Designers + Builders,Onsite services,N/A,4.8,http://www.trehus.biz/
Pope Design Group,N/A,767 N Eustis St Suite 190,4.8,https://popedesign.com/
Architecture firm,Architecture firm,333 N Washington Ave #210,5.0,https://www.djrarch.com/
"Hagen, Christensen & McIlwain Architects",N/A,4201 Cedar Ave S,5.0,http://www.hcmarchitects.com/
Architecture firm,Architecture firm,1041 Market St #318,5.0,http://www.gloarchitecture.com/
Gensler,N/A,N/A,5.0,http://www.gensler.com/
Ergo Architecture,Onsite services,2039 National Ave,5.0,https://ergoarchitecture.com/
Roesling Nakamura Terada Architects,N/A,845 15th St Suite 500,5.0,http://rntarchitects.com/
Investigations & Development of Experimental Architecture,Architecture firm,N/A,N/A,N/A
New City Design Group,N/A,1304 Hillsborough St,5.0,https://newcitydesign.com/
Piedmont Land Design PLLC,N/A,8522 Six Forks Rd STE 204,5.0,http://www.piedmontlanddesign.com/
Visionary Growth Architect,N/A,N/A,N/A,N/A
Aline Architecture Concepts,Onsite services,7340 E Main St #210,5.0,https://www.madewithaline.com/
Architect | Phoenix | Greg Woods,N/A,13835 N Tatum Blvd,N/A,N/A
BuildSense,N/A,502 Rigsbee Ave Suite 201,4.8,http://www.buildsense.com/
Haven Design|Build,Architecture firm,923 Broad St,5.0,http://www.havendesignbuild.org/
Louis Cherry Architecture,N/A,222 N Bloodworth St,3.7,http://www.louischerry.com/
"Old North State Landscape Development, Inc",N/A,601 Foster St Suite A,4.6,https://www.onslandscape.com/
Triangle Residential Design,N/A,405 S Lakeside Dr,4.3,http://www.trd-chp.com/
Gensler,N/A,613 Hillsborough St,4.8,https://www.gensler.com/offices/raleigh-durham
Kobi Karp Architecture & Interior Design Inc,N/A,571 NW 28th St,4.2,http://www.kobikarp.com/?y_source=1_MTI4NzE3MTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Jennifer Heron Brock Architect,N/A,4736 Radcliff Rd,5.0,http://jhbarchitect.com/
"Behar Font & Partners, P.A. - Robert Behar & Javier Font",N/A,N/A,5.0,http://www.beharfont.com/
The Miami Center for Architecture & Design (AIA Miami),N/A,310 SE 1st St,4.7,http://www.miamicad.org/
Rodriguez Architects Inc,N/A,N/A,5.0,http://www.rodriguezarchitects.com/
United Architects,N/A,N/A,4.5,http://www.unitedarchitectsinc.com/
Atelier Architects International,N/A,1800 SW 1st Ave # 307,5.0,http://www.atelierint.com/
Architect United,Architecture firm,1000 Brickell Ave,5.0,http://www.architectunited.com/
Public Architecture & Planning,N/A,1955 Julian Ave,5.0,https://www.publicarchitectureanddevelopment.com/
Joy Architecture + Interior Design,N/A,4325 Upton Ave S,5.0,https://www.joyarchitecture.com/
Carrier Johnson + CULTURE,Architecture firm,185 F St #500,5.0,https://carrierjohnson.com/san-diego/
Grow Studio,N/A,1918 2nd Ave S,5.0,http://www.growstudio.co/
"McCullough Landscape Architecture, Inc.",N/A,N/A,5.0,http://www.mcculloughla.com/
Business management consultant,N/A,5225 N Central Ave Suite 212,5.0,http://www.azgrowthadvisors.com/
Urban Growth,N/A,1043 W Sunward Dr,5.0,http://www.ugi.builders/get-a-quote/
Architekton,N/A,464 S Farmer Ave #101,5.0,http://www.architekton.com/
Coe & Van Loo Consultants Inc,N/A,"Meadowbrook Place, 4550 N 12th St",4.7,http://www.cvlci.com/
Archi-Cad Architects PLLC,Onsite services not available,2101 E Broadway Rd # 36,5.0,http://archi-cadarchitects.com/
"Outhouse, LLC",Onsite services,11048 N 23rd Ave #103,5.0,https://outhouse.net/?utm_source=google&utm_medium=organic&utm_campaign=GMB
Hortaliza,N/A,N/A,5.0,N/A
Ten Seventy Architecture,Architecture firm,4411 30th St Suite 202,5.0,https://tenseventyarchitecture.com/
FoundationForForm Architecture,N/A,1642 University Ave,4.3,http://www.foundationforform.com/
Perkins&Will Minneapolis,N/A,80 S 8th St #300,4.5,https://perkinswill.com/studio/minneapolis
Landscape architect,N/A,3916 Normal St,4.5,http://www.ktua.com/
Metamorphosis,Architecture firm,3205 Hennepin Ave,5.0,http://www.morphmpls.com/
Donald Jewell Architect,Architecture firm,N/A,5.0,https://donaldjewell.com/
No reviews,Architecture firm,275 Market St #313,N/A,https://rml-architects.com/
"Ehm Architecture, Inc.",Onsite services,3966 Falcon St,5.0,https://ehmarch.com/
Rust Architects,N/A,N/A,4.7,http://rustarchitects.com/
Nelson-Tremain Partnership,N/A,125 SE Main St #245,N/A,http://www.ntp.cc/
Architecture firm,Architecture firm,100 N Biscayne Blvd 27th floor,4.4,https://www.zyscovich.com/
Forbes Architects and Construction,N/A,1500 Douglas Rd # 200,5.0,https://www.famiami.com/
Dyman & Feinberg Architecture,N/A,680 NE 64th St Suite Ph7,5.0,https://www.dafa-design.com/
Nandez Design Studio,Architecture firm,N/A,4.8,https://nandezdesign.com/
Touzet Studio Architecture & Interior Design,N/A,1501 SW 8th St Suite B (2nd Floor,5.0,http://www.touzetstudio.com/
Cat Valand Landscape Design,"""Her work product is old school and it is exceptional.""",7817 Harbor Dr,5.0,http://www.catvaland.com/
"Landvision Designs, Inc",N/A,10809 Honeycutt Rd,4.9,https://www.landvisiondesigns.com/gbp
Index Development Group,N/A,39 NW 7th Ave STE 101,5.0,https://www.indexdevelopment.group/
Tributary Land Design + Build,N/A,1105 W Chapel Hill St,4.3,http://www.tributarync.com/
Borges & Associates,N/A,N/A,4.7,http://www.borgesarchitects.com/
Daft Büro Architecture,N/A,4620 SW 10th St,5.0,http://daftburo.com/
Gestalt Architecture and Design,Architecture firm,N/A,N/A,http://www.gestaltad.com/
Mountainscapers Landscaping,Onsite services,1545 E Yucca St B,4.7,https://www.mountainscapers.com/
"Abramson Architects, Inc",N/A,N/A,5.0,https://www.abramsonarchitects.com/?utm_campaign=gmb
Heleo Architecture + Design,Onsite services,845 15th St,5.0,http://www.heleo.co/
Architects Mosher Drew,Architecture firm,1775 Hancock St #150,5.0,http://mosherdrew.com/
Safdie Rabines Architects,N/A,925 Fort Stockton Dr,5.0,http://www.safdierabines.com/
Golba Architecture Inc,N/A,4455 Lamont St Suite #101,4.3,http://www.golba.com/
No reviews,N/A,"92102, 2014 30th St STE 203",N/A,http://www.bvarchitecture.com/
Kim Grant Design Inc,N/A,2400 Kettner Blvd,5.0,http://www.kimgrantdesign.com/
Sebastian Eilert Architecture,N/A,N/A,5.0,http://sebastianeilert.com/
Choeff Levy Fischman,N/A,2750 NW 3rd Ave Suite 1,4.3,http://www.clfarchitects.com/
Arcadis Miami,N/A,N/A,5.0,https://www.arcadis.com/en-us?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=Miami
Rafael Amuchastegui Design,N/A,117 NW 42nd Ave # Cu2,4.7,https://www.radmiami.com/
Sunday Studio,N/A,1111 Brickell Ave 10th Floor,5.0,https://sundaystudiohome.com/
No reviews,Architecture firm,2101 NW 42nd St,N/A,http://www.frap.studio/
Ann Jackaway Architecture Inc,N/A,2630 SW 28th St,5.0,http://www.jackawayarchitects.com/
Thirlwall Design,Architecture firm,1828 Bay Rd Suite 301,5.0,http://www.thirlwalldesign.com/
Dynamica Architecture,N/A,N/A,5.0,http://www.dynamica8.com/
Studio E Architects,"""This firm does a lot of projects all over Southern California.""",2258 1st Ave.,4.8,http://www.studioearchitects.com/
Baker Architecture,N/A,4080 Centre St,5.0,N/A
McFarlane Architects,N/A,"McFarlane Architects, Inc, 6256 Greenwich Dr #500",5.0,http://www.mcfarlanearchitects.com/
Smith Consulting Architects,Smith Consulting Architects,13280 Evening Crk S Dr # 125,4.8,N/A
Sfeir Architects,N/A,N/A,5.0,https://www.sfeirarch.com/
Starck Architecture + Planning,N/A,2045 Kettner Blvd #100,5.0,http://www.starckap.com/
Ware Malcomb,N/A,3911 Sorrento Valley Blvd Suite 120,5.0,http://www.waremalcomb.com/
Delawie,N/A,1515 Morena Blvd,5.0,http://www.delawie.com/
"Hurkes Harris Design Associates, Inc.",N/A,N/A,5.0,http://www.hhdainc.com/
Friends of San Diego Architecture,N/A,4119 Atascadero Dr,4.0,http://friendsofsdarch.com/contact/
Architectural Design Collaborative,N/A,235 Alcazar Ave,5.0,http://www.adcinternational.net/
Salman and Associates Architects Inc.,Architecture firm,N/A,5.0,N/A
"Garcia Ghezzi Architects, Inc.",N/A,N/A,5.0,https://garciaghezziarchitects.com/
Design Solutions Miami,N/A,N/A,4.9,https://ds-miami.com/?utm_source=gbp
Nichols Architects,N/A,N/A,4.2,https://www.nicholsarch.com/
"Hinkle Design Studio, LLC.",Architecture firm,N/A,4.7,http://www.hinkle.design/
Hauck Architecture,N/A,8690 Aero Dr Suite 115 #251,3.7,http://www.hauckarchitecture.com/
"Momentum Architecture, Inc",Architecture firm,3460 Ingraham St Ste. B,N/A,https://www.moarc-sd.com/
Oasis Architecture & Design,N/A,1015 Turquoise St,4.2,http://oasis-ad.com/
Ferguson Pape Baldwin Architects,N/A,4499 Ruffin Rd STE 300,5.0,http://www.fpbarch.com/
Ready to Build,N/A,N/A,5.0,N/A
"Allard Jansen Architects, Inc",N/A,4714 Marlborough Dr,N/A,https://teamaja.com/
Rob Wellington Quigley FAIA,N/A,416 13th St,5.0,https://site.robquigley.com/
Affordable Design and Drafting,N/A,5694 Mission Center Rd,2.3,http://www.affordablearchitects.com/
Antoniazzi Architecture Inc.,Architecture firm,25 SE 2nd Ave,5.0,http://www.antoniazziarch.com/
Office One Architecture,N/A,1101 Brickell Ave tower 8th fl,N/A,http://www.o1architecture.com/
Next Plaza - Project Design and Development Company,N/A,145 Madeira Ave # 209,N/A,https://nextplazausa.com/
"Naya Architects, Inc.",N/A,N/A,3.0,http://nayaarchitects.com/
David O. Design - Landscape Architecture,N/A,2686 SW 28th Ln,5.0,http://davidodishoo.com/
Thamann Architecture + Design,N/A,N/A,5.0,http://taplusd.com/
Martinez & Cutri Architects,N/A,N/A,3.7,https://martinezcutri.com/
Blue Monarch,N/A,3128 Martin Ave,4.8,https://bluemonarchcorp.com/
Rossi Architecture,Architecture firm,2640 Financial Ct c,5.0,http://www.rossiarchitecture.com/
GroundLevel Landscape Architecture,N/A,2605 State St b,4.3,http://www.groundlevelsd.com/
"Tucker Sadler Architects, Inc.",N/A,1747 Hancock St A,5.0,http://tuckersadler.com/
Heartfelt Design Solutions LLC,N/A,4155 Mt Alifan Dr UNIT C,N/A,http://www.myheartfeltdesigns.com/
"Raymond Jungles, Inc.",N/A,2964 Aviation Ave,4.5,http://www.raymondjungles.com/
"Habitat Landscape - Consulting, Architecture & Design","Habitat Landscape - Consulting, Architecture & Design",420 SW 7th St Office 1011,N/A,http://www.habitatlc.com/
Ramos Martinez Architect Inc,N/A,655 W Flagler St,3.7,http://www.rmarq.com/
Design Architecture Consultants,N/A,N/A,N/A,https://dac.studio/contact-us
Valle Valle & Partners,Onsite services,N/A,5.0,http://www.urbanism.com/
Caplow Manzano,Architecture firm,3330 Virginia St,5.0,https://www.caplowmanzano.com/
Agents Of Architecture,N/A,3789 Park Blvd,5.0,https://www.agentsofarch.com/
Client Solution Architects (CSA),N/A,2251 San Diego Ave Suite B-204,4.8,http://www.csaassociates.com/
The Growth Architect,Onsite services,N/A,5.0,https://beatechelette.com/
"Marks Architects, Inc",N/A,2643 Fourth Ave,5.0,http://www.marksarchitects.com/
Lars Architecture and Construction,Onsite services,5925 Kearny Villa Rd Suite 100B,5.0,https://larsarchitecture.com/
Christiane Holmquist Landscape Design,N/A,330 A St,5.0,https://www.cholmquistgardens.com/
Studio West Landscape Architecture & Planning,N/A,7185 Navajo Rd Suite A,5.0,https://www.studiowest-land.com/
Taylor Design - San Diego,Architecture firm,2825 Dewey Rd #200,3.0,http://www.wearetaylor.com/
Strata Landscape Architecture Studio,N/A,1906 Tigertail Ave,N/A,https://www.strata-landarch.com/
Interior designer,N/A,225 Malaga Ave,5.0,https://www.jdesigngroup.com/
Taller Aller,Architecture firm,909 NW 41st St,5.0,N/A
Aquablue Group,Architecture firm,1680 Michigan Ave STE 913,5.0,http://www.aquabluegroup.com/
Treister Design & Development Inc,N/A,1624 Micanopy Ave,N/A,https://www.treisterdesign.com/
Gresham Smith,N/A,N/A,5.0,http://www.greshamsmith.com/
Trelles Architects,N/A,169 E Flagler St #828,N/A,http://www.trellescabarrocas.com/
Nar Design Studio,N/A,1001 Brickell Bay Dr Unit 1708,5.0,http://www.nardesignstudio.com/
Burgos Lanza & Associates,N/A,N/A,5.0,https://www.burgoslanza.com/
South Pointe Construction,N/A,N/A,4.0,N/A
Coeval Studio Miami,Architecture firm,114 NW 25th St Suite #4,N/A,http://www.coevalstudio.com/
Terra Group Landscape,N/A,1211 S 37th St,5.0,http://www.terragrouplandscape.com/
Ted Smith,N/A,640 W Beech St,5.0,http://www.theredoffice.com/
"Schmidt Design Group, Inc.",N/A,1310 Rosecrans St suite g,4.3,http://www.schmidtdesign.com/
Architectural designer,N/A,4423 Cass St,5.0,http://procaldesign.com/
Cleator Landscape Design,N/A,3043 Nichols St #3426,5.0,http://cleatordesigns.com/
Augustine Design Group,N/A,2272 1st Ave.,5.0,http://www.augustinedesigngroup.com/
Studio H Design Group,N/A,1202 Kettner Blvd #103,4.8,http://www.studioh-int.com/
